player_name,position,rank_pos,model_score,tier,nfl_team,source_url,notes
Jeremiyah Love,RB,1,100.0,Tier1,ARI,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,1.01 consensus; pick #3 overall
Carnell Tate,WR,1,98.3,Tier1,TEN,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,WR1; pick #4 overall
Jordyn Tyson,WR,2,96.7,Tier1,NO,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,pick #8 overall
Makai Lemon,WR,3,95.0,Tier2,PHI,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,pick #20 overall
KC Concepcion,WR,4,93.3,Tier2,CLE,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Jadarian Price,RB,2,91.7,Tier2,SEA,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Omar Cooper Jr.,WR,5,90.0,Tier2,NYJ,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Kenyon Sadiq,TE,1,88.3,Tier2,NYJ,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,TE1; pick #16 overall
Eli Stowers,TE,2,86.7,Tier2,PHI,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Fernando Mendoza,QB,1,85.0,Tier2,LV,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,QB1 (1QB rank 10; SF rank 2)
Denzel Boston,WR,6,83.3,Tier3,CLE,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,2nd WR drafted by CLE
Germie Bernard,WR,7,81.7,Tier3,PIT,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Antonio Williams,WR,8,80.0,Tier3,WAS,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Jonah Coleman,RB,3,78.3,Tier3,DEN,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Chris Bell,WR,9,76.7,Tier3,MIA,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Chris Brazzell II,WR,10,75.0,Tier3,CAR,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Malachi Fields,WR,11,73.3,Tier3,NYG,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Mike Washington Jr.,RB,4,71.7,Tier3,LV,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
De'Zhaun Stribling,WR,12,70.0,Tier3,SF,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Emmett Johnson,RB,5,68.3,Tier3,KC,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Nicholas Singleton,RB,6,66.7,Tier4,TEN,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Ja'Kobi Lane,WR,13,65.0,Tier4,BAL,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Ted Hurst,WR,14,63.3,Tier4,TB,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Zachariah Branch,WR,15,61.7,Tier4,ATL,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Ty Simpson,QB,2,60.0,Tier4,LAR,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Elijah Sarratt,WR,16,58.3,Tier4,BAL,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Skyler Bell,WR,17,56.7,Tier4,BUF,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Kaytron Allen,RB,7,55.0,Tier4,WAS,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Oscar Delp,TE,3,53.3,Tier4,NO,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Bryce Lance,WR,18,51.7,Tier4,NO,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Max Klare,TE,4,50.0,Tier5,LAR,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Adam Randall,RB,8,48.3,Tier5,BAL,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Kaelon Black,RB,9,46.7,Tier5,SF,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Seth McGowan,RB,10,45.0,Tier5,IND,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Eli Raridon,TE,5,43.3,Tier5,NE,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Justin Joly,TE,6,41.7,Tier5,DEN,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Demond Claiborne,RB,11,40.0,Tier5,MIN,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Carson Beck,QB,3,38.3,Tier5,ARI,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Drew Allar,QB,4,36.7,Tier5,PIT,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Kevin Coleman Jr.,WR,19,35.0,Tier5,MIA,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Brenen Thompson,WR,20,33.3,Tier5,LAC,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Sam Roush,TE,7,31.7,Tier5,CHI,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Tanner Koziol,TE,8,30.0,Tier5,JAC,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Eli Heidenreich,RB,12,28.3,Tier5,PIT,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Cade Klubnik,QB,5,26.7,Tier5,NYJ,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
Garrett Nussmeier,QB,6,25.0,Tier5,KC,https://www.fantasypros.com/2026/04/dynasty-rookie-draft-rankings-2026-fantasy-football-post-nfl-draft/,
